id,restaurant_id,url,scraped_at,source,version,raw_snapshot_path
b4e218f4-f83a-4965-a938-0489144d5f96,9f558adf-f4ba-4a35-9711-e8b29ac6894a,https://www.pasqualejones.com/menu,2025-09-13T20:20:32Z,jsonld,1,snapshots/www.pasqualejones.com_320323993.html.gz
24de8f3f-3b94-4493-b005-c4681b7f691b,9f558adf-f4ba-4a35-9711-e8b29ac6894a,https://www.pasqualejones.com/menus,2025-09-13T20:20:32Z,jsonld,1,snapshots/www.pasqualejones.com_869167748.html.gz
40cca65d-0cac-4d22-bf9d-45c1bd80ebbb,f0cae922-a7b4-431a-9e00-0bfe4ee28eff,https://www.doscaminos.com/menu,2025-09-13T20:21:03Z,jsonld,1,snapshots/www.doscaminos.com_3115170867.html.gz
6d59a1b9-44e8-4d7e-a1c4-8e1366671489,85322a84-e396-42d9-bbe5-ae797932c9cf,https://www.lapecorabianca.com/menu,2025-09-13T20:21:14Z,jsonld,1,snapshots/www.lapecorabianca.com_2899819421.html.gz
27d689d7-5be5-4610-95c3-626f35337a99,4f05aa57-3421-4965-bd57-7150d3ddf83b,https://www.rubyscafe.com/menu,2025-09-13T20:21:26Z,jsonld,1,snapshots/www.rubyscafe.com_3596915524.html.gz
3d811959-9366-4472-ab94-84e995acbb96,4f05aa57-3421-4965-bd57-7150d3ddf83b,https://www.rubyscafe.com/menus,2025-09-13T20:21:27Z,jsonld,1,snapshots/www.rubyscafe.com_3599168.html.gz
c857fded-b887-42d2-b207-721701766ba0,8be0b117-71a3-4d4c-a441-cc82d41ad24d,https://www.barmoga.com/menu,2025-09-13T20:21:59Z,jsonld,1,snapshots/www.barmoga.com_1930463439.html.gz
3c8d4649-609a-498d-8568-c4ae71b91de9,8be0b117-71a3-4d4c-a441-cc82d41ad24d,https://www.barmoga.com/menus,2025-09-13T20:22:00Z,jsonld,1,snapshots/www.barmoga.com_1930463439.html.gz
92a6b2dc-ca14-49fc-ac66-057507355edf,3e3e6735-4dc0-4af0-bc55-582b9cf443da,https://blackburger.co/menu,2025-09-13T20:22:31Z,generic,1,snapshots/blackburger.co_650428849.html.gz
6b870783-2161-4c4c-bbff-b723d5580a61,3e3e6735-4dc0-4af0-bc55-582b9cf443da,https://blackburger.co/menu/,2025-09-13T20:22:31Z,generic,1,snapshots/blackburger.co_650428849.html.gz
df89bf9d-e9c5-4fcf-91d4-37a67368b030,79132008-9db9-4a40-919a-7ecba0929731,https://www.pepolino.com#menu,2025-09-13T20:27:55Z,generic,1,snapshots/www.pepolino.com_240331470.html.gz
d21e549d-4ab4-4d6f-a752-6bcd94091de3,79132008-9db9-4a40-919a-7ecba0929731,https://www.pepolino.com#order-online,2025-09-13T20:27:56Z,generic,1,snapshots/www.pepolino.com_2894628241.html.gz
131bf47f-450b-4141-a485-08f4e56dccaa,48015b26-d7f5-4a3d-89e3-dd9cfb50c468,https://www.emmettsnyc.com/menu,2025-09-13T20:27:58Z,jsonld,1,snapshots/www.emmettsnyc.com_3918393813.html.gz
4e7ce562-96bb-42f4-b647-983b7baf85bb,9f558adf-f4ba-4a35-9711-e8b29ac6894a,https://www.pasqualejones.com/menu,2025-09-13T20:28:11Z,jsonld,1,snapshots/www.pasqualejones.com_1955911135.html.gz
